DATE,UNRATE(%),CONSUMER CONF INDEX,PPI-CONST MAT.,CPIALLITEMS,INFLATION(%),MORTGAGE INT. MONTHLY AVG(%),MED HOUSEHOLD INCOME,CORP. BOND YIELD(%),MONTHLY HOME SUPPLY,% SHARE OF WORKING POPULATION,GDP PER CAPITA,QUARTERLY REAL GDP,QUARTERLY GDP GROWTH RATE (%),CSUSHPISA
1/6/2021,5.9,127.3,315.7,114.6314399,5.391451388,2.975,,2.79,5.8,64.92412865,68493,19368.31,1.64074654,259.129
1/7/2021,5.4,129.1,313.542,115.1828772,5.365475277,2.868,,2.57,6,64.92412865,69824,19478.893,0.570948111,263.392
1/8/2021,5.2,113.8,313.083,115.4208348,5.251271591,2.8425,,2.55,6.5,64.92412865,69824,19478.893,0.570948111,267.179
1/9/2021,4.7,109.3,317.136,115.7343144,5.390348832,2.9,,2.53,6.1,64.92412865,69824,19478.893,0.570948111,270.212
1/10/2021,4.6,113.8,322.12,116.6958488,6.221868926,3.0675,,2.68,6.9,64.92412865,72171,19806.29,1.680778266,273.192
1/11/2021,4.2,109.5,328.94,117.2692254,6.809002873,3.0675,,2.62,6.2,64.92412865,72171,19806.29,1.680778266,276.537
1/12/2021,3.9,115.8,335.032,117.6295371,7.036402807,3.098,,2.65,5.6,64.92412865,72171,19806.29,1.680778266,280.318
1/1/2022,4,113.8,345.742,118.6193395,7.479872408,3.445,,2.93,5.7,,73289,19727.918,-0.39569248,284.795
1/2/2022,3.8,110.5,343.583,119.7028061,7.87106392,3.7625,,3.25,6,,73289,19727.918,-0.39569248,290.531
1/3/2022,3.6,107.2,345.852,121.3010037,8.542455548,4.172,,3.43,7,,73289,19727.918,-0.39569248,296.645
1/4/2022,3.6,107.3,343.73,121.9781703,8.258629336,4.9825,,3.76,8.4,,74737,19699.465,-0.14422708,301.517
1/5/2022,3.6,106.4,352.857,123.3227996,8.581511485,5.23,,4.13,8.4,,74737,19699.465,-0.14422708,305.293
